Logger:         	MadelineProto
MsgIdHandler:   	WARNING: Given message id (6604105265358562305) is bigger than or equal to the current limit (6604105265358517249). Consider syncing your date.
AuthKeyHandler: 	Successfully binded temporary and permanent authorization keys, DC 5
CallHandler:    	Writing client info (also executing help.getConfig)...
MTProto:        	Updated config!
MTProto:        	{
    "_": "config",
    "phonecalls_enabled": false,
    "default_p2p_contacts": false,
    "preload_featured_stickers": false,
    "ignore_phone_entities": false,
    "revoke_pm_inbox": false,
    "blocked_mode": false,
    "date": 1537638060,
    "expires": 1537641879,
    "test_mode": false,
    "this_dc": 2,
    "dc_txt_domain_name": "apv2.stel.com",
    "chat_size_max": 200,
    "megagroup_size_max": 100000,
    "forwarded_count_max": 100,
    "online_update_period_ms": 120000,
    "offline_blur_timeout_ms": 5000,
    "offline_idle_timeout_ms": 30000,
    "online_cloud_timeout_ms": 300000,
    "notify_cloud_delay_ms": 30000,
    "notify_default_delay_ms": 1500,
    "push_chat_period_ms": 60000,
    "push_chat_limit": 2,
    "saved_gifs_limit": 200,
    "edit_time_limit": 172800,
    "revoke_time_limit": 172800,
    "revoke_pm_time_limit": 172800,
    "rating_e_decay": 2419200,
    "stickers_recent_limit": 200,
    "stickers_faved_limit": 5,
    "channels_read_media_period": 604800,
    "pinned_dialogs_count_max": 5,
    "call_receive_timeout_ms": 20000,
    "call_ring_timeout_ms": 90000,
    "call_connect_timeout_ms": 30000,
    "call_packet_timeout_ms": 10000,
    "me_url_prefix": "https://t.me/",
    "gif_search_username": "gif",
    "venue_search_username": "foursquare",
    "img_search_username": "bing",
    "caption_length_max": 200,
    "message_length_max": 4096,
    "webfile_dc_id": 4
}
MTProto:        	We're in ID, nearest DC is 5.
API:            	Running APIFactory...
APIFactory:     	Didn't serialize in a while, doing that now...
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
API:            	MadelineProto is ready!
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
Logger:         	MadelineProto
Logger:         	Copyright (C) 2016-2018 Daniil Gentili
Logger:         	Licensed under AGPLv3
Logger:         	https://github.com/danog/MadelineProto
DataCenter:     	Disconnecting from DC 2...
DataCenter:     	Disconnecting from DC 1...
DataCenter:     	Disconnecting from DC 3...
DataCenter:     	Disconnecting from DC 4...
DataCenter:     	Disconnecting from DC 4_media...
DataCenter:     	Disconnecting from DC 5...
DataCenter:     	Connecting to DC 2 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.167.51...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 1 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.175.50...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 3 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.175.100...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 4 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.167.91...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 4_media (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.166.120...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 5 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 91.108.56.177...
DataCenter:     	OK!
MsgIdHandler:   	WARNING: Given message id (6604105304523258881) is bigger than or equal to the current limit (6604105304523205633). Consider syncing your date.
MTProto:        	The authorization key has expired
APIFactory:     	Didn't serialize in a while, doing that now...
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
Logger:         	MadelineProto
Logger:         	Copyright (C) 2016-2018 Daniil Gentili
Logger:         	Licensed under AGPLv3
Logger:         	https://github.com/danog/MadelineProto
DataCenter:     	Disconnecting from DC 2...
DataCenter:     	Disconnecting from DC 1...
DataCenter:     	Disconnecting from DC 3...
DataCenter:     	Disconnecting from DC 4...
DataCenter:     	Disconnecting from DC 4_media...
DataCenter:     	Disconnecting from DC 5...
DataCenter:     	Connecting to DC 2 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.167.51...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 1 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.175.50...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 3 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.175.100...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 4 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.167.91...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 4_media (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.166.120...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 5 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 91.108.56.177...
DataCenter:     	OK!
MsgIdHandler:   	WARNING: Given message id (6604105382607664129) is bigger than or equal to the current limit (6604105382607626241). Consider syncing your date.
MTProto:        	The authorization key has expired
APIFactory:     	Didn't serialize in a while, doing that now...
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
Login:          	Sending code...
Login:          	Code sent successfully! Once you receive the code you should use the complete_phone_login function.
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
Logger:         	MadelineProto
Logger:         	Copyright (C) 2016-2018 Daniil Gentili
Logger:         	Licensed under AGPLv3
Logger:         	https://github.com/danog/MadelineProto
DataCenter:     	Disconnecting from DC 2...
DataCenter:     	Disconnecting from DC 1...
DataCenter:     	Disconnecting from DC 3...
DataCenter:     	Disconnecting from DC 4...
DataCenter:     	Disconnecting from DC 4_media...
DataCenter:     	Disconnecting from DC 5...
DataCenter:     	Connecting to DC 2 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.167.51...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 1 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.175.50...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 3 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.175.100...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 4 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.167.91...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 4_media (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 149.154.166.120...
DataCenter:     	OK!
DataCenter:     	Connecting to DC 5 (main server, ipv4, tcp_abridged)...
DataCenter:     	Trying connection on port 443 of 91.108.56.177...
DataCenter:     	OK!
MsgIdHandler:   	WARNING: Given message id (6604105430423200769) is bigger than or equal to the current limit (6604105430423146497). Consider syncing your date.
MTProto:        	The authorization key has expired
APIFactory:     	Didn't serialize in a while, doing that now...
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
Login:          	Logging in as a normal user...
PeerHandler:    	Handling pending pwrchat queries...
AuthKeyHandler: 	Trying to copy authorization from dc 5 to dc 2
MsgIdHandler:   	WARNING: Given message id (6604105435050708993) is bigger than or equal to the current limit (6604105435050662913). Consider syncing your date.
PeerHandler:    	Handling pending pwrchat queries...
AuthKeyHandler: 	Trying to copy authorization from dc 5 to dc 1
MsgIdHandler:   	WARNING: Given message id (6604105439768125441) is bigger than or equal to the current limit (6604105439768087553). Consider syncing your date.
AuthKeyHandler: 	Trying to copy authorization from dc 5 to dc 3
MsgIdHandler:   	WARNING: Given message id (6604105448981502977) is bigger than or equal to the current limit (6604105448981487617). Consider syncing your date.
AuthKeyHandler: 	Trying to copy authorization from dc 5 to dc 4
MsgIdHandler:   	WARNING: Given message id (6604105453044287489) is bigger than or equal to the current limit (6604105453044248577). Consider syncing your date.
Login:          	Logged in successfully!
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
TOS:            	Fetching TOS...
API:            	Serializing MadelineProto...
Serialization:  	Waiting for exclusive lock of serialization lockfile...
Serialization:  	Lock acquired, serializing
Logger, ArieDarwaman009:         	MadelineProto
Logger, ArieDarwaman009:         	Copyright (C) 2016-2018 Daniil Gentili
Logger, ArieDarwaman009:         	Licensed under AGPLv3
Logger, ArieDarwaman009:         	https://github.com/danog/MadelineProto
DataCenter, ArieDarwaman009:     	Disconnecting from DC 2...
DataCenter, ArieDarwaman009:     	Disconnecting from DC 1...
DataCenter, ArieDarwaman009:     	Disconnecting from DC 3...
DataCenter, ArieDarwaman009:     	Disconnecting from DC 4...
DataCenter, ArieDarwaman009:     	Disconnecting from DC 4_media...
DataCenter, ArieDarwaman009:     	Disconnecting from DC 5...
DataCenter, ArieDarwaman009:     	Connecting to DC 2 (main server, ipv4, tcp_abridged)...
DataCenter, ArieDarwaman009:     	Trying connection on port 443 of 149.154.167.51...
DataCenter, ArieDarwaman009:     	OK!
DataCenter, ArieDarwaman009:     	Connecting to DC 1 (main server, ipv4, tcp_abridged)...
DataCenter, ArieDarwaman009:     	Trying connection on port 443 of 149.154.175.50...
DataCenter, ArieDarwaman009:     	OK!
DataCenter, ArieDarwaman009:     	Connecting to DC 3 (main server, ipv4, tcp_abridged)...
DataCenter, ArieDarwaman009:     	Trying connection on port 443 of 149.154.175.100...
DataCenter, ArieDarwaman009:     	OK!
DataCenter, ArieDarwaman009:     	Connecting to DC 4 (main server, ipv4, tcp_abridged)...
DataCenter, ArieDarwaman009:     	Trying connection on port 443 of 149.154.167.91...
DataCenter, ArieDarwaman009:     	OK!
DataCenter, ArieDarwaman009:     	Connecting to DC 4_media (main server, ipv4, tcp_abridged)...
DataCenter, ArieDarwaman009:     	Trying connection on port 443 of 149.154.166.120...
DataCenter, ArieDarwaman009:     	OK!
DataCenter, ArieDarwaman009:     	Connecting to DC 5 (main server, ipv4, tcp_abridged)...
DataCenter, ArieDarwaman009:     	Trying connection on port 443 of 91.108.56.177...
DataCenter, ArieDarwaman009:     	OK!
MsgIdHandler, ArieDarwaman009:   	WARNING: Given message id (6604105588299273217) is bigger than or equal to the current limit (6604105588299229185). Consider syncing your date.
APIFactory, ArieDarwaman009:     	Didn't serialize in a while, doing that now...
API, ArieDarwaman009:            	Serializing MadelineProto...
Serialization, ArieDarwaman009:  	Waiting for exclusive lock of serialization lockfile...
Serialization, ArieDarwaman009:  	Lock acquired, serializing
Loop, ArieDarwaman009:           	Started update loop
CallHandler, ArieDarwaman009:    	An error getting response of method updates.getState: Nothing in the socket! in Socket on line 257. Retrying...
MessageHandler, ArieDarwaman009: 	Trying to read from closed socket, sending initial ping
CallHandler, ArieDarwaman009:    	An error getting response of method updates.getState: Nothing in the socket! in Socket on line 257. Retrying...
ResponseHandler, ArieDarwaman009: 	Postpone update handling
CallHandler, ArieDarwaman009:    	An error getting response of method updates.getState: Nothing in the socket! in Socket on line 257. Retrying...
CallHandler, ArieDarwaman009:    	An error getting response of method updates.getState: Nothing in the socket! in Socket on line 257. Retrying...
ResponseHandler, ArieDarwaman009: 	Postpone update handling
CallHandler, ArieDarwaman009:    	An error getting response of method updates.getState: Nothing in the socket! in Socket on line 257. Retrying...
ResponseHandler, ArieDarwaman009: 	Postpone update handling
Exception, ArieDarwaman009:      	Couldn't get response in CallHandler.php:230
ResponseHandler, ArieDarwaman009: 	Parsing pending updates...
ResponseHandler, ArieDarwaman009: 	Parsing pending updates...
ResponseHandler, ArieDarwaman009: 	Parsing pending updates...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateReadHistoryOutbox...
UpdateHandler, ArieDarwaman009:  	Applying pts. current pts: 79, new pts: 80, channel id: 
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateReadHistoryOutbox...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateNewMessage...
UpdateHandler, ArieDarwaman009:  	Applying pts. current pts: 80, new pts: 81, channel id: 
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateNewMessage...
APIFactory, ArieDarwaman009 (p):     	Detected fork
Files, ArieDarwaman009 (p):          	Waiting for lock of file to download...
CallHandler, ArieDarwaman009 (p):    	Using media DC
UpdateHandler, ArieDarwaman009 (p):  	Not fetching normal difference, I am already fetching it
MsgIdHandler, ArieDarwaman009 (p):   	WARNING: Given message id (6604105677304222721) is bigger than or equal to the current limit (6604105677304211457). Consider syncing your date.
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
ResponseHandler, ArieDarwaman009: 	Postpone update handling
ResponseHandler, ArieDarwaman009: 	Parsing pending updates...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateNewMessage...
UpdateHandler, ArieDarwaman009:  	Applying pts. current pts: 81, new pts: 82, channel id: 
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateNewMessage...
APIFactory, ArieDarwaman009 (p):     	Detected fork
Files, ArieDarwaman009 (p):          	Waiting for lock of file to download...
UpdateHandler, ArieDarwaman009 (p):  	Not fetching normal difference, I am already fetching it
MsgIdHandler, ArieDarwaman009 (p):   	WARNING: Given message id (6604105702904099841) is bigger than or equal to the current limit (6604105702904089601). Consider syncing your date.
ResponseHandler, ArieDarwaman009: 	Parsing updates received via the socket...
UpdateHandler, ArieDarwaman009:  	Handling an update of type updateUserStatus...
UpdateHandler, ArieDarwaman009:  	Saving an update of type updateUserStatus...
